,CG_a,CP,I_af,d,d_e,engine,inertia_z0,inertia_zT,len_a,len_e,m_af,me_prop,me_total,name
0,0.504,0.613,0.1236,0.0754,0.029,G75.txt,0.002153,0.002146,0.831,0.124,1.455,0.0668,0.131,VESPER
