0.	0.
0.01	81.492
0.013	94.731
0.021	101.497
0.037	87.964
0.068	86.199
0.154	87.67
0.188	90.906
0.211	90.024
0.31	95.613
0.357	91.494
0.464	93.848
0.696	92.083
0.879	84.728
0.907	85.611
0.92	92.965
0.939	77.667
1.014	72.96
1.027	78.55
1.053	71.489
1.171	64.134
1.304	52.367
1.312	56.78
1.325	52.661
1.374	48.542
1.411	44.129
1.442	36.186
1.492	22.359
1.538	14.121
1.585	7.649
1.643	3.825
1.7	2.648
1.802	1.471
1.971	0.
